speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses01M_script02_2_M',032,b'',fru,,^2,qy,qy^d,qy,br,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses01M_script02_2_F',029,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',033,b'',ang,,qy,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_F',030,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',034,b'',fru,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script02_2_M',035,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',036,b'',xxx,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_M',037,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',038,b'',sad,,sv,qy,^q,qw,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',031,b'',ang,,qw,qh,^q,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',039,b'',neu,,aa,sv,sv,sd,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',032,b'',ang,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',040,b'',neu,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',033,b'',sad,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script02_2_M',041,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',034,b'',sad,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script02_2_M',042,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',035,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',036,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',043,b'',sad,,qy^d,qy,qy,qw,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_F',037,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',044,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',038,b'',sur,,qy,qy,qy,^q,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_M',045,b'',sad,,bh,qy,ny,bh,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',039,b'',sur,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',040,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',046,b'',xxx,,sd,sd,sv,qh,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script02_2_F',041,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',047,b'',xxx,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script02_2_M',048,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script02_2_F',042,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',049,b'',hap,,sd,sd,sd,ad,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_F',043,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',050,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',044,b'',hap,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',051,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',045,b'',hap,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',046,b'',sad,,sd,sd,fc,fa,sd,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses01M_script02_2_M',052,b'',hap,,b,sd,fc,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',053,b'',hap,,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_F',047,b'',neu,,sd,^2,sd,^2,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_M',054,b'',neu,,sd,^2,bf,sv,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',000,b'',xxx,,%,sd,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script03_2_F',000,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',001,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',001,b'',xxx,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script03_2_M',002,b'',xxx,,b,b,ba,bf,ba,ba,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script03_2_M',003,b'',xxx,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',002,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_M',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',003,b'',sur,,sv,sd,sv,qy^d,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',005,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',005,b'',xxx,,sd,qy^d,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_M',007,b'',xxx,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_script03_2_F',006,b'',neu,,qw,br,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_M',008,b'',xxx,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',009,b'',xxx,,qo,qw,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',008,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',010,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',009,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',011,b'',xxx,,sd,sd,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_F',010,b'',neu,,fc,fc,fc,ft,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',012,b'',neu,,sd,sd,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',011,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',013,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_F',012,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',014,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_F',013,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',015,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',014,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',016,b'',fru,,sd,sd,sd,fc,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',015,b'',ang,,qy,qy,qw,qh,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',017,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',018,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',016,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',019,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',017,b'',ang,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_M',020,b'',xxx,,sv,sv,na,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',018,b'',xxx,,aa,sd,sv,ar,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',021,b'',xxx,,aa,sv,sv,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',019,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',022,b'',ang,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',020,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',023,b'',ang,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script03_2_F',021,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',024,b'',ang,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',022,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',023,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',025,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',024,b'',ang,,sd,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',026,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',025,b'',ang,,sv,sd,sv,sd,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',027,b'',ang,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',026,b'',ang,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',028,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',027,b'',ang,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',029,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',028,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',030,b'',ang,,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',029,b'',ang,,^2,sd,ad,^2,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',030,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',031,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',032,b'',ang,,qy,ad,qy,qw,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_F',031,b'',ang,,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script03_2_F',032,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',033,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',033,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',034,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',034,b'',ang,,ad,^2,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script03_2_M',035,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_F',035,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',036,b'',ang,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',036,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',037,b'',ang,,sd,ad,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',037,b'',ang,,ad,^2,ad,bf,fp,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',038,b'',ang,,sd,sd,fc,ad,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script03_2_F',038,b'',ang,,fc,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_script03_2_M',039,b'',ang,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script03_2_F',039,b'',ang,,sv,^q,^q,sd,sv,^q,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses01M_script03_2_M',040,b'',ang,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script03_2_F',040,b'',ang,,qy,qy,qy,qh,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_M',041,b'',ang,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script03_2_F',041,b'',ang,,sd,sd,^q,aa,sd,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses01M_script03_2_M',042,b'',ang,,sv,sd,^q,sv,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script03_2_M',043,b'',ang,,ad,sd,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_M',000,b'',exc,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_F',000,b'',exc,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',001,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',001,b'',exc,,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_impro03_M',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',003,b'',xxx,,sd,sd,sd,sd,aa,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_F',003,b'',exc,,ba,sd,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',004,b'',exc,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',005,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',005,b'',exc,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_impro03_M',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',006,b'',xxx,,sv,qh,^q,qh,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',007,b'',exc,,sd,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_M',007,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02M_impro03_F',008,b'',exc,,qy,qy,qy,qy^d,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_impro03_M',008,b'',exc,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_F',009,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',009,b'',exc,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_F',010,b'',xxx,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',010,b'',hap,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_impro03_M',011,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',011,b'',exc,,sd,sd,^q,sd,b,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses02M_impro03_M',012,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',012,b'',exc,,ba,sd,ba,ba,ba,ba,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',013,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',013,b'',exc,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_M',014,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',015,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',016,b'',exc,,aa,sd,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_F',014,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',017,b'',hap,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_impro03_F',015,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',018,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',016,b'',exc,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',019,b'',exc,,aa,aa,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_F',017,b'',exc,,ba,sd,ba,ba,sv,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_M',020,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',018,b'',exc,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',021,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',019,b'',xxx,,qy,qh,qh,qh,qw,qh,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_M',022,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',023,b'',xxx,,sd,sd,sd,qy,qy^d,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses02M_impro03_F',020,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',021,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',024,b'',exc,,sv,sd,ng,ng,sv,ng,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_impro03_F',022,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',025,b'',xxx,,sv,sv,sv,fc,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_impro03_F',023,b'',exc,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',026,b'',exc,,sd,sd,sd,sd,aa,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_F',024,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_impro03_M',027,b'',hap,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_impro03_F',025,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',028,b'',hap,,b,aa,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_F',026,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_M',029,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_impro03_F',027,b'',xxx,,ba,ba,sv,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_impro03_M',030,b'',exc,,fc,fc,^q,ba,fc,fc,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses02M_impro03_F',028,b'',exc,,sv,sd,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses02M_impro03_M',031,b'',hap,,b,b,fc,fc,b,fc,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_2_F',000,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_2_M',000,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',001,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',001,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_2_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',002,b'',neu,,qw,sd,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_2_M',003,b'',xxx,,sd,sd,ad,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',004,b'',neu,,qw,qy,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_2_F',004,b'',oth,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',005,b'',ang,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_2_M',005,b'',neu,,br,qy,qo,qw,bf,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',006,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',006,b'',neu,,fc,t3,sd,^h,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_2_F',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',007,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',008,b'',fru,,qh,qy,qy,qh,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_2_M',008,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',009,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',009,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',010,b'',xxx,,sd,qy,sv,qy,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_2_M',010,b'',fru,,qw,qo,qw,qo,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script01_2_F',011,b'',fru,,sd,sd,^q,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
